"","Name","Sex","Occurrence","Year","Prop"
"1104","Tina","Female",179,2012,0.000101661685812004
"1105","Rita","Female",169,2012,9.59822620236241e-05
"1106","Mary","Female",2668,2013,0.00152073656544953
"1107","Jessica","Female",1951,2013,0.00111205286326538
"1108","Angela","Female",1651,2013,0.000941055498334771
"1109","Monica","Female",597,2013,0.000340284756211907
"1110","Erica","Female",526,2013,0.000299815379844997
"1111","Sandra","Female",357,2013,0.000203486864267422
"1112","Pamela","Female",205,2013,0.000116848199369248
"1113","Rita","Female",182,2013,0.000103738401391235
"1114","Tina","Female",148,2013,8.43587000324325e-05
"1115","Mary","Female",2636,2014,0.00147597591628372
"1116","Jessica","Female",1802,2014,0.00100899415824858
"1117","Angela","Female",1737,2014,0.000972598697490449
"1118","Monica","Female",577,2014,0.00032307970549913
"1119","Erica","Female",436,2014,0.000244129552162254
"1120","Sandra","Female",355,2014,0.000198775208755964
"1121","Pamela","Female",185,2014,0.000103587080619305
"1122","Rita","Female",171,2014,9.57480583021686e-05
"1123","Tina","Female",152,2014,8.51093851574832e-05
"1124","Mary","Female",2642,2015,0.00148039900171126
"1125","Jessica","Female",1591,2015,0.000891489330704999
"1126","Angela","Female",1491,2015,0.000835456060390417
"1127","Monica","Female",557,2015,0.000312105315652222
"1128","Erica","Female",417,2015,0.000233658737211807
"1129","Sandra","Female",338,2015,0.000189392453663287
"1130","Rita","Female",190,2015,0.000106463213597706
"1131","Pamela","Female",167,2015,9.35755614253519e-05
"1132","Tina","Female",158,2015,8.85325670970395e-05
"1133","Mary","Female",2526,2016,0.00142591990462255
"1134","Angela","Female",1511,2016,0.000852955255694648
"1135","Jessica","Female",1392,2016,0.000785780089958272
"1136","Monica","Female",522,2016,0.000294667533734352
"1137","Erica","Female",355,2016,0.000200396502827002
"1138","Sandra","Female",320,2016,0.000180639101139833
"1139","Rita","Female",210,2016,0.000118544410123015
"1140","Pamela","Female",183,2016,0.000103302985964342
"1141","Tina","Female",121,2016,6.83041601184992e-05
"1142","Mary","Female",2424,2017,0.00140450251987684
"1143","Angela","Female",1351,2017,0.000782789977043569
"1144","Jessica","Female",1291,2017,0.000748025063185231
"1145","Monica","Female",472,2017,0.000273483989018923
"1146","Erica","Female",326,2017,0.000188889365296968
"1147","Sandra","Female",301,2017,0.00017440398452266
"1148","Rita","Female",207,2017,0.000119938952811265
"1149","Pamela","Female",155,2017,8.98093608007055e-05
"1150","Tina","Female",146,2017,8.45946237219549e-05
"1151","Mary","Female",2369,2018,0.00139318193579954
"1152","Angela","Female",1242,2018,0.000730406063428886
"1153","Jessica","Female",1066,2018,0.000626902466678899
"1154","Monica","Female",498,2018,0.000292868131713032
"1155","Erica","Female",298,2018,0.000175250408133501
"1156","Sandra","Female",269,2018,0.000158195838214469
"1157","Rita","Female",185,2018,0.000108796394311066
"1158","Pamela","Female",136,2018,7.99800520340809e-05
"1159","Tina","Female",125,2018,7.35110772372067e-05
"1160","Mary","Female",2239,2019,0.00133466700684084
"1161","Angela","Female",1271,2019,0.000757642592985577
"1162","Jessica","Female",969,2019,0.000577620513456352
"1163","Monica","Female",459,2019,0.000273609716900377
"1164","Sandra","Female",262,2019,0.000156178095485618
"1165","Erica","Female",245,2019,0.000146044402267086
"1166","Rita","Female",169,2019,0.000100740832584235
"1167","Pamela","Female",146,2019,8.70305417591615e-05
"1168","Tina","Female",100,2019,5.96099601090147e-05
"1169","Mary","Female",2229,2020,0.0013797483398452
"1170","Angela","Female",1189,2020,0.000735989581012088
"1171","Jessica","Female",779,2020,0.000482200070318264
"1172","Monica","Female",404,2020,0.000250075517854402
"1173","Sandra","Female",222,2020,0.000137417735058607
"1174","Erica","Female",220,2020,0.000136179737445466
"1175","Rita","Female",185,2020,0.000114514779215506
"1176","Pamela","Female",123,2020,7.6136853208147e-05
"1177","Tina","Female",84,2020,5.19958997519053e-05
"1178","Mary","Female",2100,2021,0.00128071271052478
"1179","Angela","Female",1282,2021,0.000781844616615601
"1180","Jessica","Female",656,2021,0.00040007025624012
"1181","Monica","Female",415,2021,0.000253093226127515
"1182","Sandra","Female",259,2021,0.000157954567631389
"1183","Erica","Female",201,2021,0.000122582502293086
"1184","Rita","Female",150,2021,9.14794793231982e-05
"1185","Pamela","Female",112,2021,6.83046778946547e-05
"1186","Tina","Female",83,2021,5.0618645225503e-05
"1187","Mary","Female",2116,2022,0.00129121861502769
"1188","Angela","Female",1321,2022,0.000806096309287133
"1189","Jessica","Female",620,2022,0.000378334376803953
"1190","Monica","Female",389,2022,0.000237374310607642
"1191","Sandra","Female",233,2022,0.000142180499669873
"1192","Rita","Female",178,2022,0.000108618579146941
"1193","Erica","Female",177,2022,0.000108008362410161
"1194","Pamela","Female",95,2022,5.79705899941541e-05
"1195","Tina","Female",59,2022,3.60027874700536e-05
"1196","Mary","Female",2081,2023,0.0012984784528077
"1197","Angela","Female",1213,2023,0.000756873793010929
"1198","Jessica","Female",550,2023,0.000343182676138509
"1199","Monica","Female",386,2023,0.000240851841799026
"1200","Sandra","Female",234,2023,0.000146008629484384
"1201","Erica","Female",191,2023,0.000119177983895373
"1202","Rita","Female",164,2023,0.000102330834339483
"1203","Pamela","Female",102,2023,6.36447872111416e-05
"1204","Tina","Female",101,2023,6.30208187090716e-05
"1205","Mary","Female",2196,2024,0.00136127965246456
"1206","Angela","Female",1117,2024,0.000692417746722639
"1207","Jessica","Female",526,2024,0.000326062430417286
"1208","Monica","Female",388,2024,0.000240517534224157
"1209","Sandra","Female",240,2024,0.000148773732509788
"1210","Rita","Female",159,2024,9.85625977877346e-05
"1211","Erica","Female",146,2024,9.05040206101211e-05
"1212","Pamela","Female",88,2024,5.45503685869223e-05
"1213","Tina","Female",65,2024,4.02928858880676e-05
